gesture,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
is,0,0,0,-0.101461406,-0.073206265,-0.043575045,-0.192771022,-0.193601674,-0.083656027,-0.234448799,-0.307806937,-0.125583343,-0.169358477,-0.323588481,-0.166291438,-0.103095544,-0.531814581,-0.057593352,-0.130831493,-0.758526149,-0.108831684,-0.15340241,-0.888831085,-0.138007482,-0.168642877,-1,-0.161346505,-0.023001806,-0.546625201,-0.066584385,-0.123678831,-0.534009596,-0.143652886,-0.137649907,-0.356541846,-0.155183959,-0.119863781,-0.263379035,-0.146034044,0.0454299502680798,-0.502867601,-0.08123248,-0.067659186,-0.409593906,-0.146996699,-0.071211131,-0.252107437,-0.126007726,-0.048293808,-0.189951351,-0.09602733,0.10358777887045681,-0.421809471,-0.102213985,0.0022067565845462185,-0.321282652,-0.141739881,-0.021889708,-0.197398034,-0.12685018,-0.014640892,-0.142380021,-0.104293453
is,0,0,0,-0.09772535,-0.08683412,-0.037048642,-0.180993566,-0.212288522,-0.073770585,-0.219416955,-0.321902307,-0.114467394,-0.155712211,-0.330593211,-0.154589054,-0.086485993,-0.53554773,-0.047345853,-0.114288735,-0.758444746,-0.094607447,-0.13672895,-0.889279924,-0.120987346,-0.152386311,-1,-0.142784293,-0.005911677,-0.549153658,-0.060103769,-0.110475733,-0.532280988,-0.132109085,-0.123277424,-0.352836603,-0.140652845,-0.100712764,-0.268520082,-0.130421127,0.06188815083692407,-0.501436977,-0.078378389,-0.052565109,-0.414585365,-0.140758927,-0.057562842,-0.25694954,-0.118474714,-0.033698924,-0.199692953,-0.088309086,0.11917276734593808,-0.415581744,-0.10250608,0.019874133837261693,-0.324744686,-0.138920743,-0.005908785,-0.208937141,-0.122564486,0.0007822000253777698,-0.158303911,-0.099817921
is,0,0,0,-0.100415867,-0.074012679,-0.044265087,-0.190184777,-0.197293677,-0.086341921,-0.23274361,-0.316973663,-0.130507984,-0.166982564,-0.330688733,-0.173666638,-0.100286448,-0.534965128,-0.05799202,-0.12831051,-0.757831684,-0.110493806,-0.151307677,-0.888422942,-0.141158643,-0.166456897,-1,-0.165725105,-0.020145328,-0.549671126,-0.067620955,-0.12093244,-0.536747518,-0.143780073,-0.132852721,-0.357866714,-0.154286169,-0.113451055,-0.269498963,-0.145037942,0.04803094822219466,-0.504765319,-0.083182264,-0.065576663,-0.420891221,-0.148948398,-0.06913993,-0.259072617,-0.12617453,-0.046346225,-0.195663641,-0.095353626,0.10650862957682544,-0.422755713,-0.105217886,0.0048067659494204764,-0.332495781,-0.145519717,-0.019447194,-0.208550882,-0.1297522,-0.012775178,-0.152869456,-0.106656996
is,0,0,0,-0.099682496,-0.083617957,-0.038897159,-0.187250498,-0.20737829,-0.07679706,-0.229052842,-0.317366164,-0.118030798,-0.169817857,-0.329958923,-0.158914554,-0.099554498,-0.536876779,-0.051236393,-0.126870441,-0.756661809,-0.100200305,-0.149724691,-0.887377276,-0.128269681,-0.166227756,-1,-0.151373785,-0.019163243,-0.551279276,-0.063543087,-0.122184406,-0.537954881,-0.137489018,-0.133581156,-0.356690857,-0.147977392,-0.11273956,-0.267107021,-0.13916655,0.049867753011371,-0.504949997,-0.081260791,-0.064959795,-0.421456167,-0.146500176,-0.067604355,-0.257509158,-0.124919506,-0.044322015,-0.19240844,-0.094942503,0.10945625319930793,-0.42079793,-0.1047541,0.006070516729635417,-0.332183826,-0.143873621,-0.018346944,-0.20727849,-0.127641015,-0.011660625,-0.149056502,-0.104697591
is,0,0,0,-0.098215927,-0.083636798,-0.038980155,-0.185227969,-0.20660239,-0.077565126,-0.224225193,-0.316596145,-0.119592772,-0.160397005,-0.334200528,-0.160931702,-0.090638663,-0.539469301,-0.051098014,-0.118851381,-0.75845653,-0.099764963,-0.142253857,-0.888443134,-0.126750943,-0.158995108,-1,-0.148970465,-0.00974368,-0.550406781,-0.063748249,-0.113609227,-0.537614926,-0.137253256,-0.126403437,-0.35490724,-0.145474016,-0.104166508,-0.267706146,-0.13487207,0.05834130515985734,-0.501323921,-0.082109569,-0.057486968,-0.419566498,-0.146087173,-0.063276613,-0.259774461,-0.122389199,-0.039927944,-0.200636781,-0.091181602,0.11639972416349144,-0.414083908,-0.106436835,0.014350534242797898,-0.328026477,-0.144103404,-0.012948222,-0.208301576,-0.126756475,-0.007820608,-0.154731595,-0.103197182
is,0,0,0,-0.099308968,-0.07478258,-0.042023284,-0.190205988,-0.194242148,-0.081849627,-0.230223711,-0.304800816,-0.124008024,-0.166690484,-0.322898823,-0.165390403,-0.099341671,-0.530709971,-0.057462699,-0.127672303,-0.757265471,-0.107506179,-0.149022353,-0.887967607,-0.135906671,-0.16409738,-1,-0.15895409,-0.018021746,-0.543677715,-0.068094157,-0.11938922,-0.531904272,-0.14458049,-0.132695062,-0.35140835,-0.156157564,-0.114303142,-0.25542365,-0.147217664,0.05121760340619419,-0.496655683,-0.084009323,-0.063686864,-0.409604656,-0.150862688,-0.067128795,-0.248669349,-0.130050026,-0.044752971,-0.181811088,-0.099916636,0.11084965957732316,-0.412183843,-0.105808628,0.008223381249479333,-0.320830158,-0.146695784,-0.016304259,-0.197062157,-0.131083081,-0.010366569,-0.13834524,-0.107775643
is,0,0,0,-0.094966357,-0.085722358,-0.037277495,-0.177120899,-0.214046711,-0.072888646,-0.213001779,-0.321551224,-0.112066097,-0.151605285,-0.334085897,-0.150963864,-0.085631275,-0.533640395,-0.048663833,-0.11410655,-0.756575204,-0.097023689,-0.136138262,-0.887491095,-0.124435606,-0.15077939,-1,-0.146698158,-0.004976125,-0.546014751,-0.060803687,-0.10920676,-0.536994431,-0.134509033,-0.1222964,-0.359397291,-0.144506662,-0.099739832,-0.273480271,-0.134964364,0.06305873015677935,-0.499921412,-0.078440417,-0.051368728,-0.421049829,-0.142421587,-0.056155381,-0.265308583,-0.121378255,-0.031976179,-0.207169034,-0.091632764,0.12047541659002424,-0.416972724,-0.101736345,0.019432355765088113,-0.333382016,-0.138980837,-0.005195777,-0.216513744,-0.122903815,0.003151727981295013,-0.164353533,-0.100219431
is,0,0,0,-0.102087474,-0.074725342,-0.04466128,-0.194285695,-0.195451718,-0.085396917,-0.235984847,-0.31499342,-0.127831126,-0.169170326,-0.331134562,-0.169018067,-0.103568561,-0.534552015,-0.057985352,-0.131685554,-0.758916184,-0.109440785,-0.154223843,-0.888508103,-0.139478498,-0.169171574,-1,-0.163685626,-0.023232897,-0.550848886,-0.066695565,-0.121520481,-0.540055421,-0.144025024,-0.134929993,-0.361953163,-0.156542407,-0.118842656,-0.265927596,-0.148047205,0.04550049788443749,-0.507159375,-0.081093613,-0.066008282,-0.414527874,-0.147331432,-0.069364144,-0.256971604,-0.127539655,-0.048254246,-0.190768835,-0.098206092,0.10355094931895933,-0.425441498,-0.101897454,0.0030653442859704823,-0.326959426,-0.142435271,-0.022303378,-0.202402721,-0.128763123,-0.01783717,-0.143401465,-0.106958418
is,0,0,0,-0.098729162,-0.082292686,-0.037469058,-0.183231666,-0.20836149,-0.074385192,-0.220466284,-0.317646408,-0.115026727,-0.158902904,-0.328996969,-0.155369849,-0.088448061,-0.530431865,-0.049955267,-0.118083066,-0.7560387,-0.098598305,-0.14080138,-0.887944249,-0.12596792,-0.156373115,-1,-0.148196177,-0.008442418,-0.543084661,-0.062516431,-0.113642801,-0.529177217,-0.1364778,-0.12508716,-0.350250827,-0.145555794,-0.100834386,-0.263962247,-0.135399676,0.058623947239994735,-0.496757092,-0.0805711,-0.05673637,-0.414693399,-0.144333775,-0.060962977,-0.256595065,-0.121997753,-0.03603574,-0.197368378,-0.091616225,0.11611455065858976,-0.413576147,-0.104455817,0.015243168386054549,-0.32515745,-0.141932718,-0.009742039,-0.207158416,-0.125535541,-0.001971885,-0.15449441,-0.102638434
is,0,0,0,-0.098759577,-0.076638974,-0.046648135,-0.184781465,-0.196013155,-0.090029889,-0.225431473,-0.315664038,-0.135020183,-0.158990693,-0.334619255,-0.178974851,-0.094959265,-0.533759036,-0.061286593,-0.122936,-0.757144449,-0.116501107,-0.14555973,-0.8881622,-0.149914325,-0.161016441,-1,-0.175720788,-0.015262012,-0.549452999,-0.069339256,-0.11288133,-0.54047162,-0.148627817,-0.124971611,-0.363262158,-0.161894083,-0.110576259,-0.263370115,-0.153609133,0.05294553894306724,-0.505369523,-0.083294424,-0.056821648,-0.420851152,-0.151087551,-0.060841006,-0.259056468,-0.130354667,-0.043957953,-0.182251418,-0.099724473,0.11130022325854576,-0.423012907,-0.103859741,0.014764748143931862,-0.332163762,-0.145846552,-0.012893076,-0.206792478,-0.131788164,-0.014338039,-0.142415586,-0.109071274
is,0,0,0,-0.097074386,-0.082145021,-0.03951746,-0.182378646,-0.206440625,-0.076890306,-0.223027902,-0.316285815,-0.117277914,-0.162467182,-0.336152914,-0.157148962,-0.09282222,-0.533949204,-0.05174357,-0.121050748,-0.756553714,-0.100885913,-0.142954649,-0.887083592,-0.128777072,-0.158538901,-1,-0.151292507,-0.012838455,-0.549021474,-0.062891742,-0.117308766,-0.53795882,-0.137026131,-0.129211294,-0.358194538,-0.147618506,-0.108906775,-0.265623575,-0.138301292,0.05526752104916162,-0.503560526,-0.079400609,-0.061257275,-0.418033825,-0.144242,-0.064121375,-0.257586446,-0.123320325,-0.041114732,-0.191791817,-0.093350011,0.11339105724854036,-0.419612753,-0.10169248,0.009687509409846069,-0.327980413,-0.140713495,-0.014674652,-0.204758665,-0.125145025,-0.008719864,-0.145365297,-0.102255995
is,0,0,0,-0.099900008,-0.079798714,-0.039663486,-0.190946753,-0.206297298,-0.076624529,-0.232632334,-0.318664372,-0.116497501,-0.173005831,-0.330437821,-0.155861778,-0.0999168,-0.530174138,-0.051875897,-0.128906815,-0.756022368,-0.098466944,-0.149700478,-0.888049141,-0.123839782,-0.164005948,-1,-0.145118451,-0.018518451,-0.544474334,-0.062540793,-0.125061598,-0.527225571,-0.135355631,-0.134675369,-0.347339428,-0.143105454,-0.109819787,-0.260167668,-0.132356931,0.048940873083534626,-0.49893181,-0.078752964,-0.06681997,-0.415322366,-0.142745105,-0.06986249,-0.259793034,-0.120736251,-0.045344417,-0.199759076,-0.090551523,0.10552985263881444,-0.416764973,-0.100814953,0.00424968819411688,-0.326611408,-0.139783962,-0.020244722,-0.209124225,-0.124972556,-0.014461388,-0.153694674,-0.103064351
is,0,0,0,-0.100950486,-0.084206122,-0.041485194,-0.18899194,-0.206411706,-0.081056839,-0.231768453,-0.316944986,-0.123693917,-0.169355007,-0.332913523,-0.165775641,-0.096787134,-0.53321416,-0.053499069,-0.125573261,-0.756180939,-0.102967064,-0.147817922,-0.887509566,-0.130596022,-0.162071142,-1,-0.152970986,-0.015229133,-0.546770736,-0.064135624,-0.122003479,-0.532344662,-0.138574432,-0.135142962,-0.352222924,-0.14771425,-0.11249799,-0.262943558,-0.137486288,0.05322065587235645,-0.50038579,-0.080605027,-0.064639667,-0.416517229,-0.146217474,-0.070628931,-0.257335383,-0.124529916,-0.047877335,-0.191986885,-0.093924007,0.11082348384039653,-0.415794261,-0.103077788,0.0074737822171271106,-0.325364944,-0.142727007,-0.019807003,-0.205467272,-0.127489709,-0.015482774,-0.14642394,-0.104840741
is,0,0,0,-0.09949413,-0.085762171,-0.038444743,-0.187823919,-0.211308976,-0.075736621,-0.228230122,-0.324299649,-0.116525408,-0.16759647,-0.335770885,-0.156874138,-0.093885632,-0.532837199,-0.050136719,-0.121040502,-0.757430227,-0.09663244,-0.142300194,-0.887190647,-0.122337967,-0.157191654,-1,-0.143948689,-0.013965707,-0.544882837,-0.062255299,-0.119628704,-0.534854866,-0.135021384,-0.132927829,-0.354671352,-0.14428521,-0.111978297,-0.263025118,-0.134571879,0.05382508485050111,-0.497962249,-0.079723599,-0.062763018,-0.416707493,-0.144900917,-0.067723828,-0.255653332,-0.124178525,-0.045254411,-0.187090373,-0.094450307,0.11191334743243518,-0.413056715,-0.102816651,0.009024694070786484,-0.328038578,-0.143096828,-0.020023848,-0.203034708,-0.128315902,-0.018285915,-0.136857438,-0.106133548
is,0,0,0,-0.099422533,-0.08372322,-0.038264462,-0.188920333,-0.208190828,-0.075055157,-0.229365902,-0.321808619,-0.115181484,-0.167805825,-0.335132792,-0.154699653,-0.096918448,-0.533219124,-0.049686514,-0.123029581,-0.757387552,-0.096085185,-0.142800021,-0.887301432,-0.121604037,-0.156580098,-1,-0.143048417,-0.017271056,-0.545414115,-0.061496788,-0.122457246,-0.534249991,-0.133863085,-0.134952439,-0.356242529,-0.143099839,-0.114068718,-0.267316719,-0.133477599,0.05020982987783663,-0.499644892,-0.0786628,-0.066168208,-0.415048789,-0.142632985,-0.069682488,-0.257185466,-0.121783566,-0.046262255,-0.193349394,-0.092405153,0.10750484376696343,-0.415783048,-0.101565699,0.00392662602879868,-0.327302218,-0.140794633,-0.022460857,-0.203770962,-0.126088012,-0.018134398,-0.142572415,-0.104190692
is,0,0,0,-0.101825934,-0.08573185,-0.041496552,-0.189646544,-0.211886508,-0.081060412,-0.232304931,-0.328593315,-0.12351523,-0.170713862,-0.333237171,-0.165243693,-0.095814249,-0.528562912,-0.053213415,-0.121858261,-0.7539319,-0.101585338,-0.143905453,-0.887762509,-0.127341735,-0.157986327,-1,-0.148747005,-0.014227903,-0.544266622,-0.063535468,-0.124727079,-0.529772949,-0.135520937,-0.137778063,-0.351293339,-0.141235503,-0.112910349,-0.270443378,-0.129033367,0.052780596660707384,-0.497954182,-0.079899828,-0.067744126,-0.41066863,-0.143046885,-0.07247464,-0.257501752,-0.119583662,-0.046305333,-0.203015181,-0.088551802,0.1068740329575668,-0.412969618,-0.102496997,0.0015134085252782605,-0.320377718,-0.140500403,-0.022484414,-0.204516377,-0.124935012,-0.013492346,-0.151979817,-0.102563345
is,0,0,0,-0.099558061,-0.081710148,-0.03955767,-0.187481659,-0.209156233,-0.077359861,-0.231844415,-0.323965513,-0.118499443,-0.174267131,-0.327092329,-0.158970911,-0.09764837,-0.529270014,-0.049499307,-0.123037099,-0.754898781,-0.095437177,-0.143828777,-0.888815272,-0.119436189,-0.157763688,-1,-0.139634605,-0.016842892,-0.543514152,-0.060558022,-0.124079485,-0.5282573,-0.131273398,-0.137894882,-0.349749052,-0.137377112,-0.114808456,-0.267955862,-0.12534498,0.050420424920108155,-0.495960015,-0.077336842,-0.067787875,-0.40731981,-0.139468805,-0.073137798,-0.253732261,-0.116435757,-0.048132752,-0.199854982,-0.085737785,0.10540520519353744,-0.409904346,-0.100110762,0.001279011332001937,-0.320086169,-0.136619225,-0.023167819,-0.20351034,-0.120061692,-0.014732224,-0.150577775,-0.097135838
is,0,0,0,-0.104298165,-0.086265962,-0.04003309,-0.191712875,-0.20638965,-0.079167938,-0.235060225,-0.314304196,-0.121609506,-0.176521322,-0.324658565,-0.163367872,-0.103330216,-0.534177645,-0.052449156,-0.128115082,-0.755133737,-0.100820614,-0.148849637,-0.888011178,-0.127227205,-0.162521017,-1,-0.149081211,-0.02158864,-0.548392111,-0.063652734,-0.131058452,-0.522481548,-0.134455328,-0.143701871,-0.344261055,-0.141433227,-0.118803695,-0.267471773,-0.131091932,0.04637433658782302,-0.499286697,-0.080615242,-0.07326517,-0.406214082,-0.1426783,-0.078055008,-0.253659741,-0.119423306,-0.052277206,-0.202517854,-0.089277542,0.10178920879116277,-0.411321079,-0.103726434,-0.00333127,-0.31694093,-0.141050103,-0.027439596,-0.2028609,-0.124701108,-0.018926227,-0.152993946,-0.1019643
is,0,0,0,-0.101047097,-0.082310409,-0.038806011,-0.189816082,-0.207982838,-0.07641938,-0.233142753,-0.319788555,-0.117517541,-0.171860101,-0.331268805,-0.157751312,-0.099277675,-0.531067918,-0.04939961,-0.123539216,-0.756239451,-0.09610141,-0.14503591,-0.889187167,-0.121113031,-0.159680147,-1,-0.142149695,-0.017580362,-0.545158065,-0.060958668,-0.126961363,-0.521006789,-0.132659232,-0.139792044,-0.343226155,-0.139610988,-0.11502615,-0.26374119,-0.128373593,0.049742703445827076,-0.496943157,-0.078218469,-0.069958971,-0.403092937,-0.140014978,-0.073614306,-0.251800927,-0.116805343,-0.047391106,-0.200815083,-0.086310244,0.10477541180150891,-0.410552195,-0.101529021,-0.000114484,-0.314515013,-0.138473538,-0.021302312,-0.203270374,-0.122621094,-0.010062306,-0.156664125,-0.100101608
is,0,0,0,-0.102816807,-0.082421319,-0.04026839,-0.192459144,-0.203570299,-0.078374967,-0.238782104,-0.316098197,-0.119480663,-0.182521246,-0.330246867,-0.15953479,-0.104933355,-0.534242138,-0.05020928,-0.130768373,-0.758078414,-0.096273127,-0.151667824,-0.889764491,-0.120802827,-0.165720674,-1,-0.141136754,-0.025466507,-0.548211258,-0.060800266,-0.131463288,-0.532133008,-0.131371906,-0.145891586,-0.355361418,-0.139205062,-0.123549003,-0.27197421,-0.128549556,0.040825526499366833,-0.500869588,-0.07696945,-0.07626929,-0.409573454,-0.139344138,-0.08097015,-0.257741329,-0.117975454,-0.055561615,-0.202873529,-0.088305927,0.0944335215472464,-0.414746543,-0.099087055,-0.0088029,-0.322468172,-0.136141214,-0.033330169,-0.204687507,-0.120220998,-0.025522694,-0.149753562,-0.097419588
is,0,0,0,-0.103009909,-0.086918054,-0.038203721,-0.189190693,-0.210014613,-0.076328031,-0.228714771,-0.313513398,-0.118401014,-0.167420939,-0.32147733,-0.159829205,-0.09710549,-0.531748315,-0.049687054,-0.124414055,-0.755891607,-0.097867484,-0.147314753,-0.889450272,-0.123657304,-0.162488769,-1,-0.144975053,-0.016198889,-0.545409064,-0.061798494,-0.125873324,-0.516302518,-0.134477951,-0.136350701,-0.338428897,-0.141474259,-0.108992815,-0.263067091,-0.130334169,0.050137792704164706,-0.496875064,-0.079749048,-0.06940387,-0.400124795,-0.14196961,-0.072788378,-0.249044173,-0.1183392,-0.045611473,-0.201030967,-0.087661501,0.10367557042630063,-0.410615999,-0.103821542,-0.000793607,-0.309079804,-0.140075962,-0.021240087,-0.201421133,-0.124029086,-0.008654357,-0.161332925,-0.101659148
